      0.10000000E+01       0.29858028E+01       0.85595734E-02       0.56349781E-02       0.26901890E-05
      0.20000000E+01       0.29754145E+01       0.96632090E-02       0.14911898E-01       0.10437683E-04
      0.30000000E+01       0.29655654E+01       0.97813547E-02       0.24633459E-01       0.19817871E-04
      0.40000000E+01       0.29558236E+01       0.97693328E-02       0.34377578E-01       0.29512442E-04
      0.50000000E+01       0.29461319E+01       0.97402172E-02       0.44088666E-01       0.39230242E-04
      0.60000000E+01       0.29364826E+01       0.97089569E-02       0.53759533E-01       0.48917119E-04
      0.70000000E+01       0.29268745E+01       0.96775279E-02       0.63389381E-01       0.58563935E-04
      0.80000000E+01       0.29173074E+01       0.96461910E-02       0.72978255E-01       0.68169350E-04
      0.90000000E+01       0.29077810E+01       0.96149804E-02       0.82526311E-01       0.77733306E-04
      0.10000000E+02       0.28982951E+01       0.95838999E-02       0.92033720E-01       0.87255946E-04
      0.11000000E+02       0.28888497E+01       0.95529498E-02       0.10150065E+00       0.96737445E-04
      0.12000000E+02       0.28794444E+01       0.95221295E-02       0.11092728E+00       0.10617798E-03
      0.13000000E+02       0.28700792E+01       0.94914385E-02       0.12031377E+00       0.11557773E-03
      0.14000000E+02       0.28607539E+01       0.94608764E-02       0.12966030E+00       0.12493687E-03
      0.15000000E+02       0.28514683E+01       0.94304424E-02       0.13896703E+00       0.13425558E-03
      0.16000000E+02       0.28422222E+01       0.94001362E-02       0.14823413E+00       0.14353404E-03
      0.17000000E+02       0.28330155E+01       0.93699572E-02       0.15746177E+00       0.15277241E-03
      0.18000000E+02       0.28238480E+01       0.93399049E-02       0.16665012E+00       0.16197088E-03
      0.19000000E+02       0.28147196E+01       0.93099788E-02       0.17579934E+00       0.17112962E-03
      0.20000000E+02       0.28056300E+01       0.92801783E-02       0.18490960E+00       0.18024880E-03
      0.21000000E+02       0.27965791E+01       0.92505029E-02       0.19398105E+00       0.18932859E-03
      0.22000000E+02       0.27875668E+01       0.92209522E-02       0.20301388E+00       0.19836916E-03
      0.23000000E+02       0.27785929E+01       0.91915256E-02       0.21200823E+00       0.20737069E-03
