#      EC50_KKK-P                    [KKK-P]              EC50_KK-PP                    [KK-PP]               EC50_K-PP                    [K-PP]
  0.13618022969634108       0.12599653864024168        2.1496815286624220       0.83875311026079002        6.0089019889402033       0.99501840476707692     
  0.13786146709999961       0.12698672015947743        2.1762208067940567       0.84059032494880537        6.0830859641123052       0.99508593162654801     
  0.13954270450365816       0.12797962697569037        2.2027600849256919       0.84235511822968212        6.1572699392844061       0.99515051800642884     
  0.14122394190731669       0.12897572738480226        2.2292993630573266       0.84405319790783795        6.2314539144565071       0.99521240667617539     
  0.14290517931097521       0.12997540729959556        2.2558386411889613       0.84568979670091138        6.3056378896286089       0.99527181821696209     
  0.14458641671463374       0.13097897793318081        2.2823779193205964       0.84726970662248713        6.3798218648007099       0.99532895298542312     
  0.14626765411829229       0.13198668308864114        2.3089171974522311       0.84879731166223893        6.4540058399728109       0.99538399291214297     
  0.14794889152195081       0.13299870602208128        2.3354564755838658       0.85027661871297311        6.5281898151449127       0.99543710314809342     
  0.14963012892560934       0.13401517586107109        2.3619957537155010       0.85171128672714680        6.6023737903170137       0.99548843357075090     
  0.15131136632926787       0.13503617357185660        2.3885350318471357       0.85310465411044833        6.6765577654891146       0.99553812016165810     
  0.15299260373292642       0.13606173747846537        2.4150743099787704       0.85445976438215010        6.7507417406612165       0.99558628626547840     
  0.15467384113658494       0.13709186834325363        2.4416135881104055       0.85577939014590942        6.8249257158333174       0.99563304374070050     
  0.15635507854024347       0.13812653402414363        2.4681528662420402       0.85706605542885084        6.8991096910054193       0.99567849401004593     
  0.15803631594390199       0.13916567372731517        2.4946921443736749       0.85832205645324966        6.9732936661775202       0.99572272901990144     
  0.15971755334756055       0.14020920187653760        2.5212314225053096       0.85954948091307715        7.0474776413496212       0.99576583211526859     
  0.16139879075121907       0.14125701162211532        2.5477707006369448       0.86075022582952188        7.1216616165217230       0.99580787883811694     
  0.16308002815487760       0.14230897801290415        2.5743099787685795       0.86192601406348490        7.1958455916938240       0.99584893765505600     
  0.16476126555853612       0.14336496085514169        2.6008492569002142       0.86307840956169235        7.2700295668659249       0.99588907062038645     
  0.16644250296219468       0.14442480728154317        2.6273885350318493       0.86420883141424820        7.3442135420380268       0.99592833398025860     
  0.16812374036585320       0.14548835405333632        2.6539278131634840       0.86531856679821029        7.4183975172101277       0.99596677872230899     
  0.16980497776951173       0.14655542961714285        2.6804670912951187       0.86640878288148226        7.4925814923822296       0.99600445107634217     
  0.17148621517317025       0.14762585593745747        2.7070063694267539       0.86748053775688305        7.5667654675543305       0.99604139296929062     
  0.17316745257682881       0.14869945012435326        2.7335456475583886       0.86853479047482951        7.6409494427264315       0.99607764243910568     
  0.17484868998048733       0.14977602587477584        2.7600849256900233       0.86957241023888454        7.7151334178985334       0.99611323401076002     
  0.17652992738414586       0.15085539474453610        2.7866242038216584       0.87059418482557949        7.7893173930706343       0.99614819903777407     
  0.17821116478780438       0.15193736726695400        2.8131634819532931       0.87160082828601637        7.8635013682427353       0.99618256601230815     
  0.17989240219146294       0.15302175393271886        2.8397027600849278       0.87259298798457241        7.9376853434148371       0.99621636084637755     
  0.18157363959512146       0.15410836604454242        2.8662420382165630       0.87357125102486899        8.0118693185869390       0.99624960712688981     
  0.18325487699877999       0.15519701645899775        2.8927813163481977       0.87453615011146635        8.0860532937590399       0.99628232634705238     
  0.18493611440243851       0.15628752022679754        2.9193205944798324       0.87548816889180059        8.1602372689311409       0.99631453811538362     
  0.18661735180609706       0.15737969514194888        2.9458598726114675       0.87642774682025293        8.2344212441032418       0.99634626034569151     
  0.18829858920975559       0.15847336220915390        2.9723991507431022       0.87735528358277493        8.3086052192753428       0.99637750942817194     
  0.18997982661341412       0.15956834603803646        2.9989384288747369       0.87827114311809307        8.3827891944474455       0.99640830038471850     
  0.19166106401707264       0.16066447517198790        3.0254777070063721       0.87917565726939295        8.4569731696195465       0.99643864700877527     
  0.19334230142073119       0.16176158235865185        3.0520169851380068       0.88006912909668722        8.5311571447916474       0.99646856199190204     
  0.19502353882438972       0.16285950476850641        3.0785562632696415       0.88095183587873349        8.6053411199637484       0.99649805703781369     
  0.19670477622804824       0.16395808416718372        3.1050955414012766       0.88182403183111835        8.6795250951358494       0.99652714296526923     
  0.19838601363170677       0.16505716704694556        3.1316348195329113       0.88268595056452248        8.7537090703079503       0.99655582980050883     
  0.20006725103536532       0.16615660472179558        3.1581740976645460       0.88353780730599007        8.8278930454800530       0.99658412686098674     
  0.20174848843902385       0.16725625339065614        3.1847133757961807       0.88437980090332591        8.9020770206521540       0.99661204282997928     
  0.20342972584268237       0.16835597417231560        3.2112526539278159       0.88521211563235147        8.9762609958242550       0.99663958582412604     
  0.20511096324634090       0.16945563311573822        3.2377919320594506       0.88603492282398799        9.0504449709963559       0.99666676345382399     
  0.20679220064999945       0.17055510118861056        3.2643312101910853       0.88684838232772578        9.1246289461684569       0.99669358287744614     
  0.20847343805365798       0.17165425424714784        3.2908704883227204       0.88765264382551035        9.1988129213405596       0.99672005084988535     
  0.21015467545731648       0.17275297298949452        3.3174097664543547       0.88844784801035903        9.2729968965126588       0.99674617376600716     
  0.21183591286097500       0.17385114289509329        3.3439490445859898       0.88923412764194021        9.3471808716847598       0.99677195769941274     
  0.21351715026463355       0.17494865415187685        3.3704883227176246       0.89001160849009553        9.4213648468568625       0.99679740843712050     
  0.21519838766829208       0.17604540157327306        3.3970276008492593       0.89078041017714038        9.4955488220289634       0.99682253151052758     
  0.21687962507195060       0.17714128450651126        3.4235668789808944       0.89154064692822743        9.5697327972010644       0.99684733222269795     
  0.21856086247560913       0.17823620673368568        3.4501061571125291       0.89229242823891020        9.6439167723731654       0.99687181567303218     
  0.22024209987926768       0.17933007636695653        3.4766454352441638       0.89303585946725061        9.7181007475452663       0.99689598677870861     
  0.22192333728292621       0.18042280573891525        3.5031847133757985       0.89377104235815297        9.7922847227173690       0.99691985029412244     
  0.22360457468658473       0.18151431128925766        3.5297239915074337       0.89449807550651139        9.8664686978894700       0.99694341082778470     
  0.22528581209024326       0.18260451344851891        3.5562632696390684       0.89521705476528990        9.9406526730615710       0.99696667285723051     
  0.22696704949390181       0.18369333651989916        3.5828025477707031       0.89592807360363758        10.014836648233672       0.99698964074239393     
  0.22864828689756034       0.18478070855969914        3.6093418259023382       0.89663122342075241        10.089020623405773       0.99701231873701712     
  0.23032952430121886       0.18586656125707396        3.6358811040339729       0.89732659381940638        10.163204598577874       0.99703471099917640     
  0.23201076170487739       0.18695082981366090        3.6624203821656076       0.89801427284365254        10.237388573749977       0.99705682159975773     
  0.23369199910853594       0.18803345282361364        3.6889596602972428       0.89869434718463748        10.311572548922078       0.99707865453064548     
  0.23537323651219447       0.18911437215434959        3.7154989384288775       0.89936690235725192        10.385756524094178       0.99710021371111046     
  0.23705447391585299       0.19019353282853296        3.7420382165605122       0.90003202285159534        10.459940499266279       0.99712150299400615     
  0.23873571131951152       0.19127088290745953        3.7685774946921473       0.90068979226167400        10.534124474438380       0.99714252617069843     
  0.24041694872317007       0.19234637337629945        3.7951167728237820       0.90134029339355237        10.608308449610483       0.99716328697529877     
  0.24209818612682860       0.19341995803121095        3.8216560509554167       0.90198360835590152        10.682492424782584       0.99718378908859095     
  0.24377942353048712       0.19449159336878738        3.8481953290870519       0.90261981863479424        10.756676399954685       0.99720403614119069     
  0.24546066093414565       0.19556123847776874        3.8747346072186866       0.90324900515427764        10.830860375126786       0.99722403171617746     
  0.24714189833780420       0.19662885493328688        3.9012738853503213       0.90387124832500643        10.905044350298887       0.99724377935141739     
  0.24882313574146273       0.19769440669376506        3.9278131634819564       0.90448662808191682        10.979228325470990       0.99726328254147911     
  0.25050437314512125       0.19875786000045731        3.9543524416135911       0.90509522391282793        11.053412300643091       0.99728254473924083     
  0.25218561054877980       0.19981918327980794        3.9808917197452258       0.90569711487876892        11.127596275815192       0.99730156935712788     
  0.25386684795243830       0.20087834704863014        4.0074309978768605       0.90629237962737408        11.201780250987293       0.99732035976837252     
  0.25554808535609685       0.20193532382213489        4.0339702760084952       0.90688109640041670        11.275964226159394       0.99733891930759333     
  0.25722932275975541       0.20299008802482971        4.0605095541401308       0.90746334303594223        11.350148201331494       0.99735725127171493     
  0.25891056016341391       0.20404261590428013        4.0870488322717655       0.90803919696645219        11.424332176503597       0.99737535892048756     
  0.26059179756707246       0.20509288544783846        4.1135881104034002       0.90860873521319074        11.498516151675698       0.99739324547670183     
  0.26227303497073096       0.20614087630208741        4.1401273885350349       0.90917203437752037        11.572700126847799       0.99741091412670324     
  0.26395427237438951       0.20718656969520560        4.1666666666666696       0.90972917063009406        11.646884102019900       0.99742836802059898     
  0.26563550977804806       0.20822994836213923        4.1932059447983043       0.91028021969758577        11.721068077192001       0.99744561027223322     
  0.26731674718170656       0.20927099647248670        4.2197452229299399       0.91082525684857130        11.795252052364104       0.99746264395937501     
  0.26899798458536511       0.21030969956112441        4.2462845010615746       0.91136435687763395        11.869436027536205       0.99747947212388477     
  0.27067922198902367       0.21134604446147948        4.2728237791932093       0.91189759408925697        11.943620002708306       0.99749609777147741     
  0.27236045939268216       0.21238001924140845        4.2993630573248440       0.91242504228061616        12.017803977880407       0.99751252387195743     
  0.27404169679634072       0.21341161314165685        4.3259023354564787       0.91294677472477581        12.091987953052508       0.99752875335899482     
  0.27572293419999921       0.21444081651677910        4.3524416135881134       0.91346286415312317        12.166171928224610       0.99754478913016842     
  0.27740417160365777       0.21546762077844925        4.3789808917197490       0.91397338273872453        12.240355903396711       0.99756063404693474     
  0.27908540900731632       0.21649201834121079        4.4055201698513837       0.91447840207933784        12.314539878568812       0.99757629093459776     
  0.28076664641097482       0.21751400257046041        4.4320594479830184       0.91497799318107298        12.388723853740913       0.99759176258218218     
  0.28244788381463337       0.21853356773266508        4.4585987261146531       0.91547222644299908        12.462907828913014       0.99760705174253528     
  0.28412912121829192       0.21955070894774728        4.4851380042462878       0.91596117164172386        12.537091804085115       0.99762216113225755     
  0.28581035862195042       0.22056542214355038        4.5116772823779225       0.91644489791706163        12.611275779257218       0.99763709343155782     
  0.28749159602560898       0.22157770401232038        4.5382165605095572       0.91692347375868555        12.685459754429319       0.99765185128458866     
  0.28917283342926747       0.22258755196915811        4.5647558386411928       0.91739696699314688        12.759643729601420       0.99766643729918969     
  0.29085407083292603       0.22359496411232496        4.5912951167728275       0.91786544477198584        12.833827704773521       0.99768085404711160     
  0.29253530823658458       0.22459993918541807        4.6178343949044622       0.91832897356084708        12.908011679945622       0.99769510406396023     
  0.29421654564024308       0.22560247654120072        4.6443736730360969       0.91878761912929863        12.982195655117724       0.99770918984944712     
  0.29589778304390163       0.22660257610724871        4.6709129511677316       0.91924144654155093        13.056379630289825       0.99772311386733070     
  0.29757902044756013       0.22760023835308590        4.6974522292993663       0.91969052014836439        13.130563605461926       0.99773687854568927     
  0.29926025785121868       0.22859546425900934        4.7239915074310019       0.92013490357940320        13.204747580634027       0.99775048627699892     
  0.30094149525487723       0.22958825528628957        4.7505307855626366       0.92057465973684649        13.278931555806128       0.99776393941831798     
  0.30262273265853573       0.23057861334890922        4.7770700636942713       0.92100985078981290        13.353115530978229       0.99777724029147441     
  0.30430397006219428       0.23156654078661820        4.8036093418259060       0.92144053816945037        13.427299506150332       0.99779039118330681     
  0.30598520746585284       0.23255204033934332        4.8301486199575407       0.92186678256507226        13.501483481322433       0.99780339434590037     
  0.30766644486951134       0.23353511512286526        4.8566878980891754       0.92228864392091470        13.575667456494534       0.99781625199668122     
  0.30934768227316989       0.23451576860568665        4.8832271762208110       0.92270618143385041        13.649851431666635       0.99782896631891627     
  0.31102891967682839       0.23549400458710484        4.9097664543524457       0.92311945355177039        13.724035406838736       0.99784153946180576     
  0.31271015708048694       0.23646982717635248        4.9363057324840804       0.92352851797255331        13.798219382010839       0.99785397354086625     
  0.31439139448414549       0.23744324077282511        4.9628450106157151       0.92393343164406627        13.872403357182939       0.99786627063817512     
  0.31607263188780399       0.23841425004733147        4.9893842887473498       0.92433425076446663        13.946587332355040       0.99787843280270805     
  0.31775386929146254       0.23938285992429073        5.0159235668789846       0.92473103078326180        14.020771307527141       0.99789046205066267     
  0.31943510669512110       0.24034907556491097        5.0424628450106193       0.92512382640307911        14.094955282699242       0.99790236036587621     
  0.32111634409877959       0.24131290235113406        5.0690021231422548       0.92551269158184246        14.169139257871345       0.99791412970001470     
  0.32279758150243815       0.24227434587059735        5.0955414012738895       0.92589767953557178        14.243323233043446       0.99792577197304522     
  0.32447881890609664       0.24323341190224343        5.1220806794055243       0.92627884274165306        14.317507208215547       0.99793728907361690     
  0.32616005630975520       0.24419010640278022        5.1486199575371590       0.92665623294247412        14.391691183387648       0.99794868285931815     
  0.32784129371341375       0.24514443549383827        5.1751592356687937       0.92702990114986483        14.465875158559749       0.99795995515715252     
  0.32952253111707225       0.24609640544985992        5.2016985138004284       0.92739989764942810        14.540059133731850       0.99797110776398312     
  0.33120376852073080       0.24704602268660061        5.2282377919320639       0.92776627200565021        14.614243108903953       0.99798214244667349     
  0.33288500592438935       0.24799329375031989        5.2547770700636987       0.92812907306731918        14.688427084076054       0.99799306094284368     
  0.33456624332804785       0.24893822530749168        5.2813163481953334       0.92848834897305332        14.762611059248155       0.99800386496091753     
  0.33624748073170641       0.24988082413516929        5.3078556263269681       0.92884414715733565        14.836795034420255       0.99801455618078905     
  0.33792871813536490       0.25082109711184913        5.3343949044586028       0.92919651435690176        14.910979009592356       0.99802513625410805     
  0.33960995553902346       0.25175905120881953        5.3609341825902375       0.92954549661703723        14.985162984764459       0.99803560680462644     
  0.34129119294268201       0.25269469348210649        5.3874734607218731       0.92989113929851663        15.059346959936560       0.99804596942879209     
  0.34297243034634051       0.25362803106471604        5.4140127388535078       0.93023348708459153        15.133530935108661       0.99805622569585983     
  0.34465366774999906       0.25455907115948179        5.4405520169851425       0.93057258398797005        15.207714910280762       0.99806637714878244     
  0.34633490515365761       0.25548782103223283        5.4670912951167772       0.93090847335839855        15.281898885452863       0.99807642530398810     
  0.34801614255731611       0.25641428800538441        5.4936305732484119       0.93124119788995707        15.356082860624966       0.99808637165247072     
  0.34969737996097466       0.25733847945191207        5.5201698513800466       0.93157079962882072        15.430266835797067       0.99809621765952150     
  0.35137861736463316       0.25826040278967455        5.5467091295116822       0.93189731998099734        15.504450810969168       0.99810596476566116     
  0.35305985476829171       0.25918006547604061        5.5732484076433169       0.93222079972004934        15.578634786141269       0.99811561438678831     
  0.35474109217195027       0.26009747500294411        5.5997876857749516       0.93254127899521988        15.652818761313370       0.99812516791466821     
  0.35642232957560877       0.26101263889210574        5.6263269639065863       0.93285879733948429        15.727002736485471       0.99813462671722775     
  0.35810356697926732       0.26192556469061135        5.6528662420382210       0.93317339367734886        15.801186711657573       0.99814399213909100     
  0.35978480438292587       0.26283625996678645        5.6794055201698557       0.93348510633326542        15.875370686829674       0.99815326550192029     
  0.36146604178658437       0.26374473230625528        5.7059447983014904       0.93379397303964740        15.949554662001775       0.99816244810473997     
  0.36314727919024292       0.26465098930832270        5.7324840764331260       0.93410003094520400        16.023738637173878       0.99817154122436680     
  0.36482851659390142       0.26555503858250878        5.7590233545647607       0.93440331662283949        16.097922612345979       0.99818054611586438     
  0.36650975399755997       0.26645688774536791        5.7855626326963954       0.93470386607828693        16.172106587518080       0.99818946401281472     
  0.36819099140121853       0.26735654441746681        5.8121019108280301       0.93500171475800520        16.246290562690181       0.99819829612777533     
  0.36987222880487702       0.26825401622058270        5.8386411889596648       0.93529689755738943        16.320474537862282       0.99820704365254209     
  0.37155346620853558       0.26914931077506055        5.8651804670912995       0.93558944882906836        16.394658513034383       0.99821570775862034     
  0.37323470361219413       0.27004243569738040        5.8917197452229351       0.93587940239096312        16.468842488206484       0.99822428959761245     
  0.37491594101585263       0.27093339859785986        5.9182590233545698       0.93616679153442373        16.543026463378585       0.99823279030143297     
  0.37659717841951118       0.27182220707849863        5.9447983014862045       0.93645164903214528        16.617210438550686       0.99824121098275664     
  0.37827841582316968       0.27270886873100358        5.9713375796178392       0.93673400714642729        16.691394413722787       0.99824955273539229     
  0.37995965322682823       0.27359339113492209        5.9978768577494739       0.93701389763695275        16.765578388894891       0.99825781663450663     
  0.38164089063048678       0.27447578185594373        6.0244161358811086       0.93729135176868261        16.839762364066992       0.99826600373713736     
  0.38332212803414528       0.27535604844427519        6.0509554140127442       0.93756640031977667        16.913946339239093       0.99827411508233799     
  0.38500336543780384       0.27623419843313396        6.0774946921443789       0.93783907358927010        16.988130314411194       0.99828215169165935     
  0.38668460284146239       0.27711023933739815        6.1040339702760136       0.93810940140485288        17.062314289583295       0.99829011456939354     
  0.38836584024512089       0.27798417865232466        6.1305732484076483       0.93837741313035916        17.136498264755396       0.99829800470286545     
  0.39004707764877944       0.27885602385236258        6.1571125265392830       0.93864313767350516        17.210682239927497       0.99830582306285842     
  0.39172831505243794       0.27972578239004209        6.1836518046709177       0.93890660349310340        17.284866215099598       0.99831357060381964     
  0.39340955245609649       0.28059346169498800        6.2101910828025533       0.93916783860663378        17.359050190271699       0.99832124826415847     
  0.39509078985975504       0.28145906917299512        6.2367303609341880       0.93942687059744334        17.433234165443800       0.99832885696662599     
  0.39677202726341354       0.28232261220516264        6.2632696390658227       0.93968372662193689        17.507418140615901       0.99833639761855897     
  0.39845326466707209       0.28318409814711193        6.2898089171974574       0.93993843341669403        17.581602115788005       0.99834387111217704     
  0.40013450207073065       0.28404353432827545        6.3163481953290921       0.94019101730553367        17.655786090960106       0.99835127832478532     
  0.40181573947438914       0.28490092805125639        6.3428874734607268       0.94044150420641615        17.729970066132207       0.99835862011926102     
