   61.125000000000000        0.0000000000000000        0.0000000000000000        9027.5000000000000        3.6363636363636364E-005   2.5687248018108160E-005
   63.375000000000000        8.8888888888888893E-004   6.2791050710931057E-004   9082.5000000000000        5.4545454545454546E-005   3.1444559634037055E-005
   65.625000000000000        0.0000000000000000        0.0000000000000000        9137.5000000000000        0.0000000000000000        0.0000000000000000     
   67.875000000000000        4.4444444444444447E-004   4.4422216663887151E-004   9192.5000000000000        1.6363636363636363E-004   5.4299445227977387E-005
   70.125000000000000        1.3333333333333333E-003   7.6864479105423912E-004   9247.5000000000000        1.6363636363636363E-004   5.4299445227977387E-005
   72.375000000000000        3.1111111111111114E-003   1.1717666307917447E-003   9302.5000000000000        2.5454545454545456E-004   6.7552244856288585E-005
   74.625000000000000        4.4444444444444444E-003   1.3984117975602021E-003   9357.5000000000000        1.8181818181818183E-004   5.7207755354735543E-005
   76.875000000000000        4.0000000000000001E-003   1.3273197722394473E-003   9412.5000000000000        3.4545454545454544E-004   7.8496196675775209E-005
   79.125000000000000        9.7777777777777776E-003   2.0615707783324037E-003   9467.5000000000000        3.8181818181818184E-004   8.2440060870693418E-005
   81.375000000000000        1.3777777777777778E-002   2.4359042734946766E-003   9522.5000000000000        6.1818181818181818E-004   1.0419942735522602E-004
   83.625000000000000        8.8888888888888889E-003   1.9676394329936580E-003   9577.5000000000000        6.1818181818181818E-004   1.0419942735522602E-004
   85.875000000000000        2.8000000000000001E-002   3.4147392937740424E-003   9632.5000000000000        7.2727272727272734E-004   1.1266860643512484E-004
   88.125000000000000        1.5111111111111112E-002   2.5470971131277471E-003   9687.5000000000000        9.2727272727272721E-004   1.2648979967367963E-004
   90.375000000000000        2.3111111111111110E-002   3.1204937880857059E-003   9742.5000000000000        9.6363636363636356E-004   1.2881019414511601E-004
   92.625000000000000        4.4444444444444446E-002   4.2163702135578386E-003   9797.5000000000000        1.0363636363636365E-003   1.3330013360771516E-004
   94.875000000000000        2.2666666666666665E-002   3.0919728809121689E-003   9852.5000000000000        1.0363636363636365E-003   1.3330013360771516E-004
   97.125000000000000        2.5777777777777778E-002   3.2851630547502961E-003   9907.5000000000000        1.0545454545454545E-003   1.3439303405796666E-004
   99.375000000000000        3.9555555555555552E-002   4.0019501419022710E-003   9962.5000000000000        9.8181818181818179E-004   1.2995103973140317E-004
   101.62500000000000        2.0888888888888887E-002   2.9744923832935939E-003   10017.500000000000        7.9999999999999993E-004   1.1792139138194794E-004
   103.87500000000000        4.4444444444444446E-002   4.2163702135578386E-003   10072.500000000000        1.0000000000000000E-003   1.3107943462579546E-004
   106.12500000000000        1.5555555555555557E-002   2.5829450126302737E-003   10127.500000000000        1.1090909090909090E-003   1.3760525648233882E-004
   108.37500000000000        1.5555555555555557E-002   2.5829450126302737E-003   10182.500000000000        7.9999999999999993E-004   1.1792139138194794E-004
