 INDEX            0  time evolution IC 0, 0
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
  0.43627356827903674        48.156760817001356        104.61641143003743     
  0.71575790533586636        54.799072653829136        214.21455673769569     
  0.94047283532500736        63.101962449863848        348.72137143345810     
   1.1274952624317756        79.707742041933287        468.28298449635804     
   1.2779335870203876        78.047164082726340        586.18401960005099     
   1.4460206390585748        69.744274286691621        707.40621062215791     
   1.6622574685560971        74.726008164312447        812.02262205219529     
   1.8071593046244949        89.671209797174939        933.24481307430221     
   1.9600574229460659        92.992365715588832        1032.8794906267187     
   2.1032416684334909        99.634677552416605        1162.4045714448603     
   2.2186008084438722        99.634677552416605        1281.9661845077603     
   2.3433741655301521        104.61641143003743        1376.6191281825561     
   2.4782123072838305        104.61641143003743        1496.1807412454559     
   2.5776515592298250        109.59814530765827        1617.4029322675628     
   2.6842667237751461        109.59814530765827        1713.7164539015655     
   2.7989002530674028        96.313521634002711        1793.4241959434989     
   2.9232045723544218        84.689475919554113        1898.0406073735362     
   3.0705235349934590        74.726008164312447        1991.0329730891251     
   3.2352710586345301        86.350053878761059        2075.7224490086792     
   3.3771107204751272        83.028897960347166        2152.1090351321986     
   3.5053441125876246        88.010631837968006        2226.8350432965112     
   3.6261777468394718        84.689475919554113        2283.2946939095473     
   3.7532727483796089        76.386586123519393        2361.3418579922736     
   3.8884053759488606        69.744274286691621        2437.7284441157931     
   4.0277376063863466        68.083696327484674        2515.7756081985194     
   4.1694637063862361        66.423118368277741        2567.2535249339344     
   4.3437526921233562        69.744274286691621        2646.9612669758676     
   4.4865565656254676        64.762540409070795        2698.4391837112830     
   4.6501316669585702        66.423118368277741        2746.5959445282842     
   4.8073152007466309        68.083696327484674        2837.9277322846665     
   4.9291218859307859        83.028897960347166        2882.7633371832540     
   5.0579648871952889        78.047164082726340        2944.2047216739106     
   5.1917782602541163        76.386586123519393        3022.2518857566370     
   5.3174769167084373        84.689475919554113        3120.2259853498467     
   5.4148906086541313        88.010631837968006        3189.9702596365382     
   5.5423537069046933        88.010631837968006        3266.3568457600577     
   5.6519341499785964        94.652943674795779        3339.4222759651630     
   5.7553239752877143        96.313521634002711        3394.2213486189921     
   5.8987909828408327        102.95583347083048        3467.2867788240978     
   6.0143863989876962        109.59814530765827        3513.7829616818922     
   6.1166748551027021        114.57987918527910        3575.2243461725493     
   6.1979816602824318        109.59814530765827        3653.2715102552756     
   6.2904681380362462        111.25872326686520        3718.0340506643461     
   6.4010188137957904        104.61641143003743        3797.7417927062797     
   6.5172286952332410        86.350053878761059        3859.1831771969364     
   6.6253773289887450        92.992365715588832        3918.9639837283862     
   6.7177544299939820        88.010631837968006        3980.4053682190433     
   6.8482500993460684        81.368320001140233        4060.1131102609766     
   6.9717037480944279        91.331787756381885        4119.8939167924264     
   7.0685456032489240        89.671209797174939        4164.7295216910143     
   7.1684670005608178        97.974099593209658        4236.1343739369122     
   7.2673557719439241        96.313521634002711        4287.6122906723276     
   7.3812009699611405        102.95583347083048        4360.6777208774338     
   7.4887269265502274        91.331787756381885        4408.8344816944345     
   7.6270862847322052        83.028897960347166        4453.6700865930225     
   7.7196067172808878        97.974099593209658        4491.8633796547820     
   7.8388343412150512        101.29525551162355        4541.6807184309901     
   7.9451188029014581        106.27698938924438        4603.1221029216467     
   8.0324584507759482        99.634677552416605        4662.9029094530970     
   8.1192213633579620        104.61641143003743        4694.4538906780290     
   8.2115958784141458        96.313521634002711        4729.3260278213747     
   8.3050294574680734        94.652943674795779        4764.1981649647205     
   8.3982173361830625        102.95583347083048        4812.3549257817222     
   8.4929558182008194        102.95583347083048        4858.8511086395165     
   8.5887745598279324        102.95583347083048        4895.3838237420696     
   8.6839751433328036        97.974099593209658        4940.2194286406566     
   8.7820235423440636        94.652943674795779        5000.0002351721068     
   8.8757043282240673        97.974099593209658        5073.0656653772121     
   8.9790175422149172        101.29525551162355        5119.5618482350064     
